page,verse_number,verse,title,variety,variety_glottocode,language,language_glottocode,lang_iso639.3,var_lang_rel
46,16,"Sa pauvre vie en thiel état était si doléreuse, qu'o li demangeuit biacot souvent de se refectionner avec les gorets el,l'on zaurait venté bé (sûrement) fait si o li en avait été donné d’autorité, mais parsonne ne s’en émoyait (ne s’en mettait en peine).",Id. en patois de la Rochelle (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
46,17,"En thiele oculence, le se dissit en soun intérieur : héla ! seigneur, combin de marcenaires avout à thié tes ] heures de la miche mai que de raison au logis de mon pére alieur que mouai y n'ai ten seulement poit de quoi tuer le ver (mamière figurée de dire manger une petite bouchée).",Id. en patois de la Rochelle (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
46,20,"Dans ce t'aversité, le jaubit (participe de jauber, partir, s'en aller) de chez son maitre set coume in escalette (squelette), et s'avisit de retourner à la résistance paternelle pra sel fin de se contritionner de son vice au vis-à-vis de son pére. L'avait bet encore à abouter avant d'être à rive, quand le boun houme le requeneussit et compassiouné à soun apparésance, andgit à li coume in boulliard de vent (expression figurée pour marquer la rapidité), et l'assarant suc sa poitraine, le jotit d'allée et de venue sans s'hontouser de le requeneutre prin des sins et amondurant par la rejouissance de le déposseder Padman que l'avait odyut quand le se detriyit de li.",Id. en patois de la Rochelle (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
46,21,"Ce te jeune houme, à la mode de lautre, s'amandant d’avoir léché (laissé) un si tant brave père , li dissit pre ses raisons, les arme aux yeux : cher père y coneut bet qu'i m'ai détorsé de ma route au vis-à-vis de vous et du ciel qui m'enterd ; y ne seu pus dans la grace d’être loumé voute cher fils … Pis de brailler.",Id. en patois de la Rochelle (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
46,22,"Mais son cher pére, qu'était in houme d'abord point maufaisant pre le pauvre monde, li fasit entendre que le serait trejours son cher fils, et pre li acertainer dissit verbalement à ses gens d'aller li cri ses anciens vitremens aussi bé que ses .",Id. en patois de la Rochelle (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
46,23,"Au puis après, le coumanda d'anger dans soun étable tuer le mieux gras de ses beudels et en fasit si bià banquet,",Id. en patois de la Rochelle (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
46,25,"Que soune aîné de fils s’en encolera si tellement,",Id. en patois de la Rochelle (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
46,28,Qu'il bourdonner de mouvais récis aux oreilles do pére.,Id. en patois de la Rochelle (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
46,31,"Mais thiau thei qu’etait bon coume in ouaille, au lieur de s'en émouver, ly dissit pre mot de réponse,",Id. en patois de la Rochelle (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
46,32,"Qu'o l'était bé dans le juste à tout le moins de se réjouir, puisque son pauvre défunt fils, qui avail mouru (dans soune entende), élait au jour d'aujourd'hui grouiliant coume in pibeau (anguille). Amen.",Id. en patois de la Rochelle (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
48,11,Yun homme avet deux enfans.,Id. en patois angoumoisin du canton de la Valette,Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
48,12,"Le plus jeune dicit à son père : Mon père, donnés me ma part du ben qne j’ dois aver, et le père fit keû partage.",Id. en patois angoumoisin du canton de la Valette,Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
48,13,"Quauque teius après le plus jeune de kélès deux enfans, ayant amassé tout ce qu'aú l'avait, s'an alit de la maison et s'an. fit dans un pays ben elougné onte y dissipit tout son ben en se divartissant.",Id. en patois angoumoisin du canton de la Valette,Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
48,14,"Après qu'ou l'aguit tout mangé, o venit une grande famine dans keû pays el y commencit à devenir bien pauvre.",Id. en patois angoumoisin du canton de la Valette,Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
48,15,S’an ulit et se metit valet chez un habitant du pays qui l’envoyit dans sa métairie pré qu’au gardisse les goret. j,Id. en patois angoumoisin du canton de la Valette,Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
48,16,"Quand où y fut y oret été ben èze de remplir son ventre de calofres que les gorets mangiant, mais présonne ne li en baillèl.",Id. en patois angoumoisin du canton de la Valette,Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
48,17,Enfin étant retourné en li-méme y s' dicit: force valets chez mon père qui avant mès de pain qu'ou ne leur en faü et j’ sens i qui à mouri de faim !,Id. en patois angoumoisin du canton de la Valette,Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
48,18,"Ou faû que j’ me lève, que jale trouver mon pere, etc.",Id. en patois angoumoisin du canton de la Valette,Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,11,In houme avoit deux cheut d'enfant.,Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,12,"Don le pus jenne dicit à son père: Mon me le benn qu'i deus avoirt pre mon lot, et i leus fasit le partage de son benn.",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,13,"Queuque jour après le pus jenne emportit avecques li tout ce qu'il avoit, s'en engit voyager en in pays be leung où il dépensit tout son benn en débauche.",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,14,"Après ch’il ogut tout dépensé, il avingit ine grandfamine dans chios pays là, et il chésit dans une si grande nécessité",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,15,Qu’o li falit se gager à iu habitan do lieut qui l’envoyit dans sa ferme pre y garder les goret.,Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,16,"Là il desiroit benn pouvère se réfectionner des ecossas que les goret mangiant, mais presoune ne ly en bailloit.",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,17,Enfin il songit in petit en li mesme ; il dicit: Combenny dans le logis de mon père daus valet chy avant dau pain à refection et moi je mourre ichy de faim.,Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,18,"O faut qu'i me leuve, que trouver mon père et qu'i li dige: Mon père, j'ai peché a contre le ciel et devant vous.",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,19,Ine seus pas digne d’être noumé voutre feuil ; traitez me coume in de vos valet.,Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,20,"Il se levit don et partit pre aller trouver son père ; mais alors ch’il étoit encore leung de ly, il accourit l’embrasser et le baisit.",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,21,"Son feuil li dicit: Mon père, y ai péché contre le ciel et devant vous, i ne seus pas digne dans cheux moument d’être noumé voutre",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,22,"Mais le père dicit à ses valet: Apportez li bé vite son promier vitement et l'en vitez, mettez li ine bague au det et dos soulez aux péds.",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,23,"Conduzez me ichy le beudet gras et le tuez, mangeons et fasons grand-chére. j",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,24,Parce que vlà mon feuil chi era mort et il 'èst revingut; il étoit predut et il est retreuvé et ils fasirent grand feéte.,Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,25,"Pretant son feuil ainné chi étoit aux champs revenit, et alors ch'i fut tout prées do il entendit que le chantiant, que ledansiant",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,26,Il appelit in des valet pre queneutre ce qu'o n'en n'étoit.,Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,27,"O l'est sti que voutre vingut, et voutre père l'avisant plien de vie a fait tuer le beudet gras.",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,28,"Cheux chi en ogit un si grand dépit qu'i ne veloit pas eutrer dans le logis, ce chi obligit son père de saillir d'ouére, et le conviit d'entrer avecques li.",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,29,"Mais il répounit à son père: O l’iat si lontems que e vous sers sans vous avoire jamais désobéit, vous ne m'avez ja baillé tantencement in chevras pre me réjouit avéques meis camarades.",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,30,"Et lorsqu'in feuil coume chos chi, chi a mangit tout son benn avec dos vilaines criatures est vingut, vez avez fait tuer pre li le beudet gras.",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,31,"Son pere li dicit: feuil, pre toi t'as trejou demouré avé moi et i n'ai renn chi ne t'appartins-je.",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
49,32,"Mees o fallait benn faire in festin et nous réjouit, parceque ton frère chi era mort est revingut, chi era predit et il est retrouvé.",Id. en patois de Marennes (Charente-Inférieure),Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,11,Un homme avait deu gouya;,"Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,12,Dou le pu jeune dissit à son pere : Mon pere baillez meu ce que je dioui augere de voutre bien. Et le pere les y partagit son bien.,"Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,13,"Quauque tan après, le pu jeune amassit tou ce qu'il avet, se n'anguit dan un pays bien louen, onte y mangit son bien en deybauche.","Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,14,"Après qu'i l'auguit tou mangé, y veinguit une grande famine dans quiou pays et y se trouvit dan la prauveté.","Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,15,"Y se n'anguit don et se boutit au service d'un des habitan dau pay, qui l'envoyit à, sa ferme per y garder ley gorrets.","Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,16,"Iqui y.l’auré bien voulut sa refession des eycosses ley gorrets mangian, mé digun ne ly en","Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,17,"Enfen ly mayme, : Combien y a tou de valet dan la mayson de mon pere, qu’avan dau pen en et moué je monre ici de faing.","Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,18,"Faut que je parte et que j'ange trouver mon pere. J'ly Mon pere, j'ay premier e est muet) contre lé ciele et contre vous.","Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,19,"Je ne seu pas digne d'eytere appelé voutre gouya, traité meu coume un dey valets que son a voutrey gages.","Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,20,"Y partissit don, et se n'anguit trouver son pere. Quan y l'eytet encore son pere l'appercevit, et touché de compassion y courrit à ly, se jitit à son cou et le biquit.","Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,21,"Son gouya ly dissit: Mon pere, j'ay peché contre le ciele et contre vous, je ne seu pu digne d'eytere áppelé voutre gouya.","Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,22,A ladon le pere dissit à ses valet: porte vitement l la pu belle robe et veytisse lou ; metté ly une bague au dey et dey souly ey ..,"Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,23,Mené le vedé gras el tué lou: mangeon et féson boune chére.,"Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,24,"Car mon gouya que voyci.eytet more et y l'ey ressuscité, y l’eytet prdu et y Pey trouvé. Y se à faire boune chere.","Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,25,"Pertan le gouya l'ayné qu'eytait dans Iey champ revenguit et quan y fit proche de la meyson, y l’entendit le concere et la","Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,26,Y sounit un dey valet à qui y demandit ce que queu eytet. Cap,"Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,27,Queu ly dissit le valet que voutre fray sey et voutre pere à fait tue le vedé gras pr ce qu’i l’a trouvé en boune santé.,"Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,28,Queu le fachit si fore qu'i ne voulit poing entre. Son pere sortit pr l'en prié.,"Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,29,"Me y reponguït: Y a tan d'annayes que je vous sere, sans vous avouére jamais desobéit (le premier e est muet) en queulle chouse que ce sie, prian vou ne m'avé : amais baillé un crabot pr me deyverti avec ms amis.","Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,30,"Mé voutr’autre gouya, qu’a mangé tout son bien aveque dey femmes deybauchaye, n'ey pas pu leu arrivé que vous avé fet tué le vedé gras pr ly.","Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,31,"Mon gouya, ly dissit son pere, vou sé toujours avé moué et tou ce que j'ay ey à vous.","Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
50,32,"Me falet faire fsten et nous deyvrti, parce que voutre fray eytet more et y l'ey ressuscité, y l'eytet predu et y l’ey retrouvé.","Id. en gavache de Monségur, arrondissement de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,11,Un home avait deu ménages.,"Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,12,"Le pu jeune d'entre s'eu dicit à son père: Mon père, dounés mé san que deut me reveni de voutre bien, et le père le s'y partagit son bien.","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,13,"Petit de joure après, le pu jeune ménage, ayan amayné tout soun avouére, partissit pr'allé dan un payi fort allugné, onte i` decipit son bien en vivan dan la débauche.","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,14,"Quan il aguit tout fricassé, y arrivit une grand famine dan ichou payi et la fagn ne tarsit pas de le oprinque.","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,15,"I s'allugnit don, et se logit dans un home dou payi que l’envoyit à son mayne per gardé les porcs.","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,16,"peliquait d’empli son ventre dé gousse que lé porcs mangian, mai digugn guan dounail.","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,17,"Enfin étan revingut en ly-même, i dicit: Combien gnat ou pas, dans la maison de mon père de valet d'ou pagn mê qu'i n'an pedan mangé et moué je moure ici de fagn.","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,18,"Je me leverê, j'erê ché mon père et je ly diraï: Mon père j'ê peché (le premier e est muet) contre le ciel et contre vou.","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,19,Je ne seu pu digne d'etre apelé voutre ménage. Traté mé coumme un de vou valet.,"Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,20,"I se levit don, i vinguit trouvé son père. Coumme il était encore leugn, son père l'apercevit : plein de compassion, et courran ou devan de ly, i se jitit à son cou et le bicquit.","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,21,"Et son ménage ly dicit : Mon père, j'ê peché contre le ciel et contre vou : je ne seu pu dingne d'etre apelé voutre ménage.","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,22,"Aladon le père dicit à sé valet: Porté vite la première camisole et meté ly deçu, bouté ly une bague ou det el dé souillé ou piés.","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,23,"Menés tabé le vedeu grâs, tués lou, mangeons et fesons boune chére.","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,24,Messéque mon ménage que veyci était mort et il est reçuscité ; il était perdut et il est et y coummenciran de se festiné.,"Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,25,"Entretandis son ménage le pu vieil était cabat les champs, et à mesure qu'i venait et approchait de la maison, il entendit force monde que chantian et se rejoyis- l sian.","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,26,Ï sounit un des valet et li demmandit san qu'ou l’était.,"Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,27,"Icheste li dicit: Voutre fray est tourné, et voutre père, parce qu'il l'at revut fiére, a fait tué le vedeu","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,28,"I n'en maugregit et ne voulait pas entré, mais son père étan sortit, coummencit de l'y engagé.","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,29,"Li, dan sa réponce, dicit à son père : Ichi tani d'anque je vous serve sans vou ayére jamais désobeit, et pertan vous m'aves jamais douné un crâbot per me déverti dan mes amits.","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,30,"Avequ'icheu taleu que voutre ménage qu'est ichi et qu'at tout mangé dan des livertines, est arrivé, vous ly avés fait tué le vedeu gras.","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,31,"Aladon son père ly dicit: Mon ménage, t'es tonoure dan moué ét tout san que j'ai est à","Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
52,32,Mais faulait bé se festiné et se rejoyi mecéque fray était mort et il est reçuscité ; il était perdut et il est retrouvé.,"Id. en gavache de la Motte-Landeron, arrondi de la Réole",Poitevin-Saintongeais,poit1241,French,stan1290,fra,same_macro_language
54,11,Un omé avo dou efan.,Id. en patois périgourdin du canton de la Valette (Charente),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
54,12,"Et lou pu jauoné dauou doù dissé à soun paï: Moun paï, baillame lo par daou bé qué me revé, et lou pai li partagé soun bé.",Id. en patois périgourdin du canton de la Valette (Charente),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
54,13,"Paüou de jour aprés kéoü jaoün omé ayant massa tou ce qu'au avio reçu, sorté de la meishou et s'en ané dint-t-un païs for eïlougna inte auou dissipe tout soun l bé en menam uno vito deïbauchado.",Id. en patois périgourdin du canton de la Valette (Charente),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
54,14,Aprés qu’au aye tout deïpensa atiou survengié uno grando famino din keou païs é aüou coumencé à senti lo dizèto.,Id. en patois périgourdin du canton de la Valette (Charente),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
54,15,Aüou prenyé doun lou parti d'intra châ un daüou habitans dauou paï per lou servi. Ke ou ki l'envouyé à sa meishou de campagno per garda loü por.,Id. en patois périgourdin du canton de la Valette (Charente),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
54,16,"Eitan ki aüou souhatavo per appeiza sa fam, de se rempii de là eicorsà que lou por é dégu l'in",Id. en patois périgourdin du canton de la Valette (Charente),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
54,17,À la fi eitan rantra en se mémo aüou dissé : combé y-a-co din la maishoù de moun paï de valeï qu’on douau po en aboundanço tan que you meuré de fam ?,Id. en patois périgourdin du canton de la Valette (Charente),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
54,18,"You volé surti d’eici you n’irai truba moun paï, ete.",Id. en patois périgourdin du canton de la Valette (Charente),Languedocian Occitan,lang1309,Occitan,occi1239,oci,dialect
55,11,Un homé avio doux fis.,Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,12,"Dont lou pú djouné dicé à soun pay: Maoun pay, donnês mé la part daôu bé que m'ey à révenir, et lou pay lour partadgé soun bé,",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,13,"Quaouque djours après, lou pu djoouné de qui doux éfans ayant rassembla tout quo qu'oôu vio, sén ané vouiadgeais din tun pays fort eylougna enté oou dissipé tout soun bé en",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,14,"Apres qu’oôugue toût deypensa qu'àribe uno grando famino din queou païs laï, et oou coumencé à manquais.",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,15,"Alors oôu se retiré de quel endré et sé meté . tchais un hômé de queou pays, que l'envoyé à sa meytaderio per y gardais doôu ports.",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,16,"Y étant oôu, y fugué reduit a uno si grando misério, qué oôuguê desira remplir soun ventré de quo qué mendjavan lous ports, mais degu li en dounevo.",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,17,"À la fi étant rentra en se même oou dicé: Combé y o quo de véleys din la meydjou de moun pay qu'ant doou po en abondanço, et mé ye meuré ici de fow.",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,18,"Oôu faóu que de quégu pâs y ainé troubais moun pay et qué yé li disé: Moun pay, y aï petcha countré lou céou et countré vous.",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,19,Ye ne sai pú digné détre àpéla votre fis. Tratais mé coumo un de votreys .,Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,20,"Oôu parte doun, et sen vegue troubais soun pay; éro éro enquéro ossez louen, que soun pay l'apercegué, et d'abort qu'oôu lou vit, oôu fugué toucha de compassion, et couren à se, ôou se djiété a soun coôu et lou",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,21,"Alors soun fis li dicé: Moun pay, y aï petcha countre lou céou et countre vous; ye ne say pú digné d’êtré appela votre fis.",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,22,"Mais lou pay dicé à sous veleys : Pourtais pu braivé habit qu'oou y aigé din ma meidjou, et vitisses n’en moun fis; metés li un aneou aôu dé-et dô ou souliers à sous piés.",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,23,Menais un vedeou grais et tuais lou ; fasant bouno tchêro et deyvertissan nous.,Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,24,"Parce que moun fis que veyqui, éro mort et oôu ey ressuscita; oou éro perdu et oou ey retrouba. Y coumenceren dounê à fayré bouno tchêro et à sé deyverti.",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,25,"La fêto éro deydja coumençado, quand lou fis ayna aribé doou tchams et quant oôu fugué près dela meydjou et qu'oougue entendu lou soun doôu instrumens et lou bru de qui que dansavon.",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,26,"Oôu souné aoussitôt un doóu veleys, et li damandé quo qué qu'éro.",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,27,"Lou vêl li reypoundé : Qu'ey votré fray qu’eyé tourna; et votré pay a tua un vedeou grais, parce quoôu et ariba en bouno santa.",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,28,"Quo qui l’ayan tchuqua, oôu ne voulio peis entrais din la meidjou ; mai soun pay etan surti per l'en predjais ;",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,29,"Oou li dicé : Veyqui bien de l'annadès qué yé vous servé, et djamay ne v'ay deisobai en ré de tout quo qué vous m'avez coumanda , cependan vous ne m'avez djamay douna un tchabreou per me deyverti avequé mous amis.",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,30,"Mais dey qué votre aoutré fis, qu'a mindgea tout soun bé avequé de le fennais perdudais, agu tourna tua per le un vedeou grais.",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,31,"Lou pay ly reypondé: Moun fis, tu tés toudjour coumo mé et tout quo qué y aï ey a té.",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
55,32,"Mais oou foulio bé fais fêto, et nousredjoouvi perço que toun fray que veyqui, éro mort et oou ey ressuscita, oou éro perdu et oou ey retrouba.",Id. en patois de la sous-préfecture de Nontron (Dordogne),Limousin,limo1246,Occitan,occi1239,oci,dialect
